cid,countyName,predict,truePoverty,error
0500000US36117,Wayne County New York,38.24208433,11.7,-26.54208433
0500000US13077,Coweta County Georgia,13.92683437,11.6,-2.326834374
0500000US19003,Adams County Iowa,-103.6372886,11.2,114.8372886
0500000US45055,Kershaw County South Carolina,16.05819611,16.4,0.341803891
0500000US48203,Harrison County Texas,-1.859648835,17.9,19.75964883
0500000US35035,Otero County New Mexico,35.62869073,21.4,-14.22869073
0500000US48365,Panola County Texas,-31.22457309,15.3,46.52457309
0500000US22015,Bossier Parish Louisiana,19.60762122,16.4,-3.207621222
0500000US16015,Boise County Idaho,22.91667614,11.3,-11.61667614
0500000US12009,Brevard County Florida,-9.574688514,13.4,22.97468851
0500000US42099,Perry County Pennsylvania,-2.31406424,8.4,10.71406424
0500000US30053,Lincoln County Montana,-175.1336869,16.4,191.5336869
0500000US38015,Burleigh County North Dakota,15.15460274,8.5,-6.654602741
0500000US27003,Anoka County Minnesota,-0.308275081,6.6,6.908275081
0500000US29143,New Madrid County Missouri,9.113904794,24.1,14.98609521
0500000US48479,Webb County Texas,113.7329137,31.5,-82.2329137
0500000US51021,Bland County Virginia,53.25073361,8.3,-44.95073361
0500000US36037,Genesee County New York,-79.75607953,12.8,92.55607953
0500000US21067,Fayette County Kentucky,51.01899772,18.6,-32.41899772
0500000US40043,Dewey County Oklahoma,9.08079105,18.6,9.51920895
0500000US19093,Ida County Iowa,410.2015695,10.3,-399.9015695
0500000US54037,Jefferson County West Virginia,28.63528896,9.9,-18.73528896
0500000US48293,Limestone County Texas,43.32371462,20.7,-22.62371462
0500000US37087,Haywood County North Carolina,25.86582091,16.6,-9.265820912
0500000US26081,Kent County Michigan,18.29434532,13.4,-4.894345315
0500000US48391,Refugio County Texas,-40.13355376,16.6,56.73355376
0500000US37161,Rutherford County North Carolina,60.6136327,19.6,-41.0136327
0500000US17119,Madison County Illinois,12.04620098,13.5,1.453799018
0500000US48127,Dimmit County Texas,230.3647519,30.2,-200.1647519
0500000US42113,Sullivan County Pennsylvania,-10.7492141,13.1,23.8492141
0500000US18133,Putnam County Indiana,-26.08125877,11.6,37.68125877
0500000US16081,Teton County Idaho,43.79717045,8.3,-35.49717045
0500000US51143,Pittsylvania County Virginia,144.0614374,14.7,-129.3614374
0500000US54019,Fayette County West Virginia,15.27688677,20,4.723113228
0500000US17035,Cumberland County Illinois,7.95903755,14.3,6.34096245
0500000US39017,Butler County Ohio,40.09829186,12.9,-27.19829186
0500000US31073,Gosper County Nebraska,52.78015311,5.7,-47.08015311
0500000US21209,Scott County Kentucky,19.75251058,11.5,-8.252510579
0500000US48259,Kendall County Texas,-30.09248248,5.7,35.79248248
0500000US05139,Union County Arkansas,54.19466153,20.1,-34.09466153
0500000US48071,Chambers County Texas,12.2824664,12.9,0.617533598
0500000US08021,Conejos County Colorado,2.115166552,21.1,18.98483345
0500000US28021,Claiborne County Mississippi,89.02710872,45.9,-43.12710872
0500000US29061,Daviess County Missouri,56.18671343,13.2,-42.98671343
0500000US01063,Greene County Alabama,8.127416487,38.8,30.67258351
0500000US34015,Gloucester County New Jersey,19.10932024,7.9,-11.20932024
0500000US44009,Washington County Rhode Island,18.98825968,9.6,-9.388259677
0500000US49051,Wasatch County Utah,-17.01859237,7.8,24.81859237
0500000US56015,Goshen County Wyoming,142.2991341,13.2,-129.0991341
0500000US53007,Chelan County Washington,27.94434248,12.8,-15.14434248
0500000US19189,Winnebago County Iowa,47.54239734,10.1,-37.44239734
0500000US48289,Leon County Texas,30.81338929,16.3,-14.51338929
0500000US15009,Maui County Hawaii,0.774885056,10,9.225114944
0500000US21217,Taylor County Kentucky,27.08288868,23.1,-3.982888678
0500000US36101,Steuben County New York,16.14512639,14.5,-1.645126389
0500000US20123,Mitchell County Kansas,4.427280866,14.8,10.37271913
0500000US27091,Martin County Minnesota,-3127.530776,11.3,3138.830776
0500000US36023,Cortland County New York,-60.80753611,14.7,75.50753611
0500000US20201,Washington County Kansas,-54.59941411,9.7,64.29941411
0500000US40057,Harmon County Oklahoma,88.67928362,16.1,-72.57928362
0500000US18007,Benton County Indiana,4.555382015,14.9,10.34461798
0500000US54023,Grant County West Virginia,-10.30868273,12.7,23.00868273
0500000US47011,Bradley County Tennessee,8.159607694,18,9.840392306
0500000US35051,Sierra County New Mexico,16.42152404,21.2,4.77847596
0500000US13143,Haralson County Georgia,12.01645179,18,5.983548213
0500000US48389,Reeves County Texas,26.83168739,13.2,-13.63168739
0500000US51640,Galax city Virginia,-29.76494935,21.2,50.96494935
0500000US48117,Deaf Smith County Texas,-242.3329912,18,260.3329912
0500000US42107,Schuylkill County Pennsylvania,3.558816536,12.5,8.941183464
0500000US37063,Durham County North Carolina,25.24652321,16.4,-8.846523207
0500000US31147,Richardson County Nebraska,42.15869665,16.3,-25.85869665
0500000US31013,Box Butte County Nebraska,68.89270264,10.9,-57.99270264
0500000US17101,Lawrence County Illinois,37.09460277,16.4,-20.69460277
0500000US29167,Polk County Missouri,43.00222591,14.4,-28.60222591
0500000US08115,Sedgwick County Colorado,26.5450925,17,-9.545092503
0500000US21091,Hancock County Kentucky,17.40326546,15.7,-1.703265458
0500000US39009,Athens County Ohio,-45.13474039,30.2,75.33474039
0500000US48439,Tarrant County Texas,-26.6915155,13.5,40.1915155
0500000US28039,George County Mississippi,-109.7132902,14.7,124.4132902
0500000US34005,Burlington County New Jersey,3.750563997,6.4,2.649436003
0500000US16073,Owyhee County Idaho,-105.790671,23.3,129.090671
0500000US06023,Humboldt County California,154.9250823,20.8,-134.1250823
0500000US29135,Moniteau County Missouri,-53.65009744,11.9,65.55009744
0500000US05059,Hot Spring County Arkansas,4.492102349,15.8,11.30789765
0500000US28151,Washington County Mississippi,51.55997213,33.7,-17.85997213
0500000US18153,Sullivan County Indiana,12.80722112,15.6,2.792778878
0500000US47149,Rutherford County Tennessee,23.34958795,11.8,-11.54958795
0500000US01115,St. Clair County Alabama,24.15139527,13.7,-10.45139527
0500000US18055,Greene County Indiana,184.4394727,12.9,-171.5394727
0500000US26063,Huron County Michigan,-19.06185363,13.6,32.66185363
0500000US53071,Walla Walla County Washington,56.80893008,14.4,-42.40893008
0500000US21005,Anderson County Kentucky,8.232468816,12,3.767531184
0500000US21057,Cumberland County Kentucky,59.49976869,20.7,-38.79976869
0500000US55055,Jefferson County Wisconsin,-11.41687338,9.8,21.21687338
0500000US48235,Irion County Texas,44.87004522,13.5,-31.37004522
0500000US51047,Culpeper County Virginia,12.792526,8.9,-3.892526003
0500000US31115,Loup County Nebraska,4.098759928,8.9,4.801240072
0500000US08045,Garfield County Colorado,11.60872914,9.6,-2.008729144
0500000US51121,Montgomery County Virginia,70.85763345,23.8,-47.05763345
0500000US37181,Vance County North Carolina,44.89039448,23,-21.89039448
0500000US54101,Webster County West Virginia,-9.592539593,26.7,36.29253959
0500000US48145,Falls County Texas,24.86990121,25.2,0.330098793
0500000US22003,Allen Parish Louisiana,16.83206746,16.6,-0.232067458
0500000US01083,Limestone County Alabama,-429.3649032,14.8,444.1649032
0500000US22121,West Baton Rouge Parish Louisiana,-451.0940868,17.9,468.9940868
0500000US18097,Marion County Indiana,30.79759045,19.8,-10.99759045
0500000US26099,Macomb County Michigan,-586.4779386,11.8,598.2779386
0500000US17093,Kendall County Illinois,8.696553416,5.6,-3.096553416
0500000US48463,Uvalde County Texas,12.66568407,17.9,5.234315932
0500000US17195,Whiteside County Illinois,14.71678458,11.1,-3.616784583
0500000US29215,Texas County Missouri,61.84671231,25.3,-36.54671231
0500000US29049,Clinton County Missouri,36.34394075,11,-25.34394075
0500000US13189,McDuffie County Georgia,46.07951414,26,-20.07951414
0500000US12031,Duval County Florida,-10.58714453,16,26.58714453
0500000US37115,Madison County North Carolina,4.904818173,17.8,12.89518183
0500000US30047,Lake County Montana,46.34139299,20.9,-25.44139299
0500000US55113,Sawyer County Wisconsin,-9.597912655,17.7,27.29791266
0500000US45035,Dorchester County South Carolina,17.0019904,11.8,-5.201990397
0500000US29053,Cooper County Missouri,-19.89641795,11.2,31.09641795
0500000US18067,Howard County Indiana,18.07963901,16.5,-1.579639008
0500000US39107,Mercer County Ohio,-5.13268221,7.4,12.53268221
0500000US47075,Haywood County Tennessee,31.1817066,19.1,-12.0817066
0500000US25023,Plymouth County Massachusetts,18.4893997,8,-10.4893997
0500000US50011,Franklin County Vermont,60.83079313,8,-52.83079313
0500000US26157,Tuscola County Michigan,23.12821456,15.9,-7.228214556
0500000US16083,Twin Falls County Idaho,9.547412572,14.4,4.852587428
0500000US33005,Cheshire County New Hampshire,15.38741364,10.2,-5.187413644
0500000US40041,Delaware County Oklahoma,-853.744862,19,872.744862
0500000US51079,Greene County Virginia,12.96830344,9.4,-3.568303437
0500000US31127,Nemaha County Nebraska,29.98898087,11.5,-18.48898087
0500000US12055,Highlands County Florida,-6.921170344,18.7,25.62117034
0500000US45081,Saluda County South Carolina,106.6111377,20.5,-86.11113771
0500000US20185,Stafford County Kansas,24.39164237,14.5,-9.891642374
0500000US01095,Marshall County Alabama,16.94174192,21,4.058258078
0500000US13075,Cook County Georgia,2905.782706,24.2,-2881.582706
0500000US48205,Hartley County Texas,-7.953558891,8.1,16.05355889
0500000US35033,Mora County New Mexico,-24.67974562,20.3,44.97974562
0500000US48455,Trinity County Texas,43.42684394,18.4,-25.02684394
0500000US29009,Barry County Missouri,203.1497938,20.5,-182.6497938
0500000US22017,Caddo Parish Louisiana,48.69937332,23.4,-25.29937332
0500000US37005,Alleghany County North Carolina,22.96127749,21,-1.961277493
0500000US56013,Fremont County Wyoming,16.89195804,13.7,-3.191958041
0500000US20139,Osage County Kansas,-1.844963998,12.8,14.644964
0500000US05027,Columbia County Arkansas,-45.68647582,25.1,70.78647582
0500000US30051,Liberty County Montana,36.81155207,13.9,-22.91155207
0500000US29141,Morgan County Missouri,288.9238102,25.5,-263.4238102
0500000US39011,Auglaize County Ohio,24.66447978,9,-15.66447978
0500000US29063,DeKalb County Missouri,562.1913882,12.5,-549.6913882
0500000US38075,Renville County North Dakota,8.793162808,4.8,-3.993162808
0500000US27067,Kandiyohi County Minnesota,8.110314102,11.3,3.189685898
0500000US36035,Fulton County New York,-25.36803008,16,41.36803008
0500000US55078,Menominee County Wisconsin,-5.792574808,35.8,41.59257481
0500000US21061,Edmonson County Kentucky,-31.23456485,20,51.23456485
0500000US47109,McNairy County Tennessee,67.06460292,21.6,-45.46460292
0500000US19091,Humboldt County Iowa,33.12562626,13,-20.12562626
0500000US51027,Buchanan County Virginia,2.144621111,26.5,24.35537889
0500000US54035,Jackson County West Virginia,44.66688568,14.7,-29.96688568
0500000US48291,Liberty County Texas,-75.57873133,16.2,91.77873133
0500000US37081,Guilford County North Carolina,20.71081611,16.7,-4.010816112
0500000US39021,Champaign County Ohio,8.882452001,11.1,2.217547999
0500000US06045,Mendocino County California,2.76388805,19.1,16.33611195
0500000US21143,Lyon County Kentucky,-15.11167694,14.1,29.21167694
0500000US48121,Denton County Texas,-17.15346259,8.4,25.55346259
0500000US42111,Somerset County Pennsylvania,37.15448227,12.7,-24.45448227
0500000US18131,Pulaski County Indiana,74.46127129,13.2,-61.26127129
0500000US26087,Lapeer County Michigan,15.73424851,9.7,-6.03424851
0500000US47009,Blount County Tennessee,25.40249636,13,-12.40249636
0500000US48003,Andrews County Texas,26.31789046,11.9,-14.41789046
0500000US42013,Blair County Pennsylvania,82.17201742,15.2,-66.97201742
0500000US48257,Kaufman County Texas,8.313369963,12.4,4.086630037
0500000US31071,Garfield County Nebraska,15.24599058,7.2,-8.045990579
0500000US30109,Wibaux County Montana,7.658539115,10.8,3.141460885
0500000US08023,Costilla County Colorado,37.34240803,29.6,-7.742408031
0500000US13159,Jasper County Georgia,-59.84329763,19.4,79.24329763
0500000US01061,Geneva County Alabama,31.92297105,22.5,-9.422971049
0500000US34013,Essex County New Jersey,4.956000352,16.7,11.74399965
0500000US41019,Douglas County Oregon,35.11372685,17,-18.11372685
0500000US46105,Perkins County South Dakota,11.45274043,12,0.547259565
0500000US53005,Benton County Washington,16.84168892,13.4,-3.441688916
0500000US48349,Navarro County Texas,5.818890614,18.8,12.98110939
0500000US22123,West Carroll Parish Louisiana,32.18318487,22,-10.18318487
0500000US21215,Spencer County Kentucky,14.25170574,8.7,-5.551705737
0500000US27153,Todd County Minnesota,21.02948538,13,-8.029485378
0500000US37175,Transylvania County North Carolina,27.33693396,15.5,-11.83693396
0500000US20121,Miami County Kansas,1051.278516,7.7,-1043.578516
0500000US27097,Morrison County Minnesota,-36.0236437,11.4,47.4236437
0500000US36025,Delaware County New York,14.23571743,16.5,2.264282568
0500000US47111,Macon County Tennessee,12.72930918,18.6,5.870690821
0500000US18005,Bartholomew County Indiana,20.18964696,12.4,-7.789646964
0500000US54025,Greenbrier County West Virginia,7.62508915,17.8,10.17491085
0500000US47013,Campbell County Tennessee,-20.91511541,20.6,41.51511541
0500000US35053,Socorro County New Mexico,4.530087402,26.6,22.0699126
0500000US17021,Christian County Illinois,9.109978379,12.8,3.690021621
0500000US20031,Coffey County Kansas,-1.089868534,11.3,12.38986853
0500000US17107,Logan County Illinois,20.75678596,9.2,-11.55678596
0500000US55079,Milwaukee County Wisconsin,-99.49511531,20.5,119.9951153
0500000US37061,Duplin County North Carolina,22.35723921,26.3,3.942760789
0500000US13141,Hancock County Georgia,64.71613883,30,-34.71613883
0500000US02195,Petersburg Borough Alaska,63.72100307,7.8,-55.92100307
0500000US37183,Wake County North Carolina,-30.34998131,10.1,40.44998131
0500000US21191,Pendleton County Kentucky,5.570562047,15.1,9.529437953
0500000US08117,Summit County Colorado,49.99157071,10.3,-39.69157071
0500000US21093,Hardin County Kentucky,32.01423451,14.2,-17.81423451
0500000US51153,Prince William County Virginia,4.478901805,7,2.521098195
0500000US48437,Swisher County Texas,-164.6097822,22.2,186.8097822
0500000US01019,Cherokee County Alabama,-0.569728782,16.1,16.66972878
0500000US34007,Camden County New Jersey,42.62051518,13.1,-29.52051518
0500000US20085,Jackson County Kansas,91.35363962,9.9,-81.45363962
0500000US48065,Carson County Texas,13.1370537,6.4,-6.737053695
0500000US06021,Glenn County California,-11.37926237,19.6,30.97926237
0500000US41059,Umatilla County Oregon,42.02432973,17.8,-24.22432973
0500000US29169,Pulaski County Missouri,74.5742167,12.8,-61.7742167
0500000US19123,Mahaska County Iowa,18.2601748,14.4,-3.860174803
0500000US39039,Defiance County Ohio,18.07293848,11,-7.072938476
0500000US46135,Yankton County South Dakota,-36.69554538,13.1,49.79554538
0500000US18057,Hamilton County Indiana,42.59449045,5,-37.59449045
0500000US29133,Mississippi County Missouri,-37.18593985,31.7,68.88593985
0500000US21125,Laurel County Kentucky,131.9332591,24.6,-107.3332591
0500000US13305,Wayne County Georgia,104.9946929,21.3,-83.69469294
0500000US31145,Red Willow County Nebraska,8.987439467,11.7,2.712560533
0500000US21003,Allen County Kentucky,-16.96403834,20,36.96403834
0500000US39125,Paulding County Ohio,16.77395655,10.7,-6.073956554
0500000US48237,Jack County Texas,46.50149077,18.2,-28.30149077
0500000US51041,Chesterfield County Virginia,0.969437093,7.2,6.230562907
0500000US31117,McPherson County Nebraska,73.69930886,16,-57.69930886
0500000US01085,Lowndes County Alabama,62.86665237,30.2,-32.66665237
0500000US48371,Pecos County Texas,-1.435573927,11.5,12.93557393
0500000US48143,Erath County Texas,19.94653419,22.6,2.653465813
0500000US22001,Acadia Parish Louisiana,23.78403081,21.5,-2.284030808
0500000US02068,Denali Borough Alaska,5.482523771,15.5,10.01747623
0500000US18091,LaPorte County Indiana,45.26478984,16.6,-28.66478984
0500000US27013,Blue Earth County Minnesota,18.89741438,18.1,-0.797414376
0500000US48465,Val Verde County Texas,4.131185706,20.9,16.76881429
0500000US17197,Will County Illinois,3.011193148,7.4,4.388806852
0500000US13187,Lumpkin County Georgia,32.61598811,20.1,-12.51598811
0500000US12033,Escambia County Florida,-14.87653689,14.6,29.47653689
0500000US19139,Muscatine County Iowa,-54.10948309,10.5,64.60948309
0500000US23027,Waldo County Maine,-483.6564008,14.3,497.9564008
0500000US55111,Sauk County Wisconsin,3.203086266,11.3,8.096913734
0500000US48369,Parmer County Texas,-11.60071943,17.3,28.90071943
0500000US41071,Yamhill County Oregon,11.37701631,13.7,2.322983691
0500000US18061,Harrison County Indiana,86.49602201,12.9,-73.59602201
0500000US39105,Meigs County Ohio,39.72051165,22.5,-17.22051165
0500000US21141,Logan County Kentucky,-18.0144116,17.4,35.4144116
0500000US39023,Clark County Ohio,-10.04890672,16.6,26.64890672
0500000US26151,Sanilac County Michigan,11.52830862,15,3.471691384
0500000US06039,Madera County California,-28.08070434,22.1,50.18070434
0500000US33007,Coos County New Hampshire,6.111443345,13.3,7.188556655
0500000US55041,Forest County Wisconsin,10.3603613,17.5,7.139638699
0500000US51135,Nottoway County Virginia,20.2077704,21.5,1.292229602
0500000US48229,Hudspeth County Texas,-29.02645484,35.6,64.62645484
0500000US46107,Potter County South Dakota,9.158759092,6.5,-2.658759092
0500000US31121,Merrick County Nebraska,17.10946804,10,-7.109468041
0500000US45037,Edgefield County South Carolina,-87.1777036,15.5,102.6777036
0500000US29055,Crawford County Missouri,-0.773462898,20,20.7734629
0500000US30099,Teton County Montana,17.58134326,9.8,-7.781343265
0500000US20187,Stanton County Kansas,31.87912264,10.8,-21.07912264
0500000US13289,Twiggs County Georgia,3.216878236,27.3,24.08312176
0500000US45083,Spartanburg County South Carolina,-56.53573739,15.6,72.13573739
0500000US29129,Mercer County Missouri,15.7979207,17.7,1.902079295
0500000US46089,McPherson County South Dakota,25.95274843,17,-8.95274843
0500000US48207,Haskell County Texas,-3.719326498,19.3,23.0193265
0500000US35031,McKinley County New Mexico,91.07130909,37.5,-53.57130909
0500000US17083,Jersey County Illinois,37.9840011,9.4,-28.5840011
0500000US01093,Marion County Alabama,116.3785871,17.6,-98.77858708
0500000US48457,Tyler County Texas,3.329310904,15.8,12.4706891
0500000US51620,Franklin city Virginia,-61.17088446,16.6,77.77088446
0500000US53065,Stevens County Washington,16.4926639,15.6,-0.892663901
0500000US37007,Anson County North Carolina,-20.51527914,22.7,43.21527914
0500000US18143,Scott County Indiana,170.0603606,13.7,-156.3603606
0500000US05025,Cleveland County Arkansas,139.386319,19.3,-120.086319
0500000US38019,Cavalier County North Dakota,16.30029232,8.6,-7.700292319
0500000US36099,Seneca County New York,-1.746348466,11.8,13.54634847
0500000US50013,Grand Isle County Vermont,1.382871398,7.5,6.117128602
0500000US39013,Belmont County Ohio,69.67738665,14.1,-55.57738665
0500000US20027,Clay County Kansas,65.26338935,9.4,-55.86338935
0500000US56001,Albany County Wyoming,-499.028947,23,522.028947
0500000US38077,Richland County North Dakota,25.39423719,9.7,-15.69423719
0500000US27065,Kanabec County Minnesota,-100.1027279,11.6,111.7027279
0500000US36033,Franklin County New York,-17.74200133,19.4,37.14200133
0500000US39079,Jackson County Ohio,2.061398398,20.6,18.5386016
0500000US21063,Elliott County Kentucky,102.1324171,34.4,-67.7324171
0500000US47107,McMinn County Tennessee,-3.056311331,19.7,22.75631133
0500000US29007,Audrain County Missouri,30.91547121,16.7,-14.21547121
0500000US54033,Harrison County West Virginia,733.7810652,15,-718.7810652
0500000US48297,Live Oak County Texas,42.93386202,16.3,-26.63386202
0500000US37083,Halifax County North Carolina,65.83455949,26.8,-39.03455949
0500000US02220,Sitka City and Borough Alaska,15.562332,9.2,-6.362332002
0500000US48001,Anderson County Texas,12.04214491,15.7,3.657855095
0500000US06047,Merced County California,-6.291658114,23.3,29.59165811
0500000US42011,Berks County Pennsylvania,158.1235945,13.6,-144.5235945
0500000US51025,Brunswick County Virginia,-57.29906457,20.9,78.19906457
0500000US48123,DeWitt County Texas,2.431856637,16,13.56814336
0500000US19185,Wayne County Iowa,2.96215738,15.9,12.93784262
0500000US47129,Morgan County Tennessee,184.1612244,22.9,-161.2612244
0500000US45059,Laurens County South Carolina,21.96919356,20.7,-1.269193563
0500000US21187,Owen County Kentucky,30.56530304,16.7,-13.86530304
0500000US13253,Seminole County Georgia,73.7470688,25.5,-48.2470688
0500000US31003,Antelope County Nebraska,-53.53837826,11.5,65.03837826
0500000US26085,Lake County Michigan,22.15297383,25,2.847026166
0500000US46053,Gregory County South Dakota,50.05654182,15.3,-34.75654182
0500000US29147,Nodaway County Missouri,63.23477028,22.6,-40.63477028
0500000US48255,Karnes County Texas,39.98243116,19.3,-20.68243116
0500000US37079,Greene County North Carolina,68.57658677,25.8,-42.77658677
0500000US01101,Montgomery County Alabama,33.0838473,20.8,-12.2838473
0500000US51540,Charlottesville city Virginia,58.55819398,24.5,-34.05819398
0500000US01067,Henry County Alabama,9.331458919,13.7,4.368541081
0500000US34011,Cumberland County New Jersey,15.41272136,18.8,3.387278637
0500000US56011,Crook County Wyoming,4.170848526,5.1,0.929151474
0500000US19085,Harrison County Iowa,-68.79221293,10.4,79.19221293
0500000US54049,Marion County West Virginia,12.48714567,16.1,3.612854332
0500000US37177,Tyrrell County North Carolina,77.90446751,26.8,-51.10446751
0500000US21001,Adair County Kentucky,-2.92264848,21.5,24.42264848
0500000US56039,Teton County Wyoming,0.41749567,6.8,6.38250433
0500000US20127,Morris County Kansas,7.792850327,9.8,2.007149673
0500000US27095,Mille Lacs County Minnesota,64.26283159,11.5,-52.76283159
0500000US36027,Dutchess County New York,3.562681954,9.1,5.537318046
0500000US05149,Yell County Arkansas,27.30025597,17.8,-9.50025597
0500000US47113,Madison County Tennessee,27.61963525,20.3,-7.319635246
0500000US18003,Allen County Indiana,-14.47621554,14.7,29.17621554
0500000US39127,Perry County Ohio,83.09676234,19.2,-63.89676234
0500000US17023,Clark County Illinois,87.80338312,14.3,-73.50338312
0500000US20033,Comanche County Kansas,103.6935521,8.1,-95.59355212
0500000US48019,Bandera County Texas,29.95747809,16.5,-13.45747809
0500000US42069,Lackawanna County Pennsylvania,21.16791808,15.4,-5.767918075
0500000US17105,Livingston County Illinois,13.23467228,13.3,0.065327718
0500000US31065,Furnas County Nebraska,15.87280677,13.5,-2.37280677
0500000US55059,Kenosha County Wisconsin,-170.4823775,14.5,184.9823775
0500000US37067,Forsyth County North Carolina,14.71299454,18.7,3.987005463
0500000US31143,Polk County Nebraska,0.616197851,7.6,6.983802149
0500000US48329,Midland County Texas,10.02324545,8.7,-1.323245452
0500000US28053,Humphreys County Mississippi,85.71962675,40.5,-45.21962675
0500000US21193,Perry County Kentucky,98.39304977,26.2,-72.19304977
0500000US08111,San Juan County Colorado,26.56276781,3.3,-23.26276781
0500000US13147,Hart County Georgia,13.46556228,18.8,5.334437725
0500000US49023,Juab County Utah,-17.49870134,12.8,30.29870134
0500000US38059,Morton County North Dakota,14.13177382,7.9,-6.231773823
0500000US01119,Sumter County Alabama,18.3047391,36,17.6952609
0500000US21159,Martin County Kentucky,18.09931312,29.8,11.70068688
0500000US50025,Windham County Vermont,29.23860639,14.1,-15.13860639
0500000US20087,Jefferson County Kansas,-19.11617292,8.3,27.41617292
0500000US27151,Swift County Minnesota,-8.899398023,12.2,21.09939802
0500000US06027,Inyo County California,15.89987045,10.2,-5.699870453
0500000US48067,Cass County Texas,57.60840642,18.5,-39.10840642
0500000US19121,Madison County Iowa,-9.015926477,7.3,16.31592648
0500000US48373,Polk County Texas,224.2780542,18.7,-205.5780542
0500000US46137,Ziebach County South Dakota,-196.2701189,43.1,239.3701189
0500000US55109,St. Croix County Wisconsin,-119.2314885,4.8,124.0314885
0500000US17199,Williamson County Illinois,35.60278327,15.2,-20.40278327
0500000US20199,Wallace County Kansas,67.76022901,10.6,-57.16022901
0500000US13307,Webster County Georgia,105.2158124,19.5,-85.71581237
0500000US54027,Hampshire County West Virginia,10.16186239,16.9,6.738137606
0500000US45019,Charleston County South Carolina,-118.3008423,15.3,133.6008423
0500000US13061,Clay County Georgia,44.74544537,41.4,-3.345445366
0500000US19031,Cedar County Iowa,25.93783118,5.4,-20.53783118
0500000US41069,Wheeler County Oregon,65.48309226,20.6,-44.88309226
0500000US29131,Miller County Missouri,-103.0342623,16.5,119.5342623
0500000US48231,Hunt County Texas,-1638.549882,18.8,1657.349882
0500000US51043,Clarke County Virginia,-20.82931488,10.4,31.22931488
0500000US18125,Pike County Indiana,47.96597064,10.6,-37.36597064
0500000US48449,Titus County Texas,41.84548121,19.3,-22.54548121
0500000US48435,Sutton County Texas,3.793238048,6.5,2.706761952
0500000US22125,West Feliciana Parish Louisiana,41.66224852,12.5,-29.16224852
0500000US48141,El Paso County Texas,37.58945844,21.7,-15.88945844
0500000US01087,Macon County Alabama,72.64755896,25.9,-46.74755896
0500000US21127,Lawrence County Kentucky,23.35309755,24.5,1.146902453
0500000US18093,Lawrence County Indiana,14.0683066,11.5,-2.568306597
0500000US27011,Big Stone County Minnesota,11.10483645,11.7,0.59516355
0500000US29073,Gasconade County Missouri,-7.469079492,12,19.46907949
0500000US48467,Van Zandt County Texas,8.371247853,14.2,5.828752147
0500000US41057,Tillamook County Oregon,6.883036139,15.5,8.616963861
0500000US13185,Lowndes County Georgia,-88.14421263,25,113.1442126
0500000US28123,Scott County Mississippi,-635.2790911,27.8,663.0790911
0500000US18141,St. Joseph County Indiana,40.50768078,17.1,-23.40768078
0500000US23025,Somerset County Maine,21.29934361,17.8,-3.49934361
0500000US55117,Sheboygan County Wisconsin,2.560364793,8.2,5.639635207
0500000US46101,Moody County South Dakota,-0.131414084,15.9,16.03141408
0500000US29057,Dade County Missouri,220.0496348,22.9,-197.1496348
0500000US21147,McCreary County Kentucky,-3772.30597,41,3813.30597
0500000US26051,Gladwin County Michigan,29.45463429,20.2,-9.254634285
0500000US47079,Henry County Tennessee,90.67725222,19.7,-70.97725222
0500000US50015,Lamoille County Vermont,17.47392009,14,-3.473920092
0500000US27129,Renville County Minnesota,2.080402474,11,8.919597526
0500000US19027,Carroll County Iowa,-1.117660909,10.3,11.41766091
0500000US55043,Grant County Wisconsin,11.84377994,15.3,3.456220057
0500000US46051,Grant County South Dakota,1.639671102,7.6,5.960328898
0500000US31123,Morrill County Nebraska,15.50752497,9.4,-6.107524971
0500000US45031,Darlington County South Carolina,33.62605317,22.7,-10.92605317
0500000US51137,Orange County Virginia,12.89994886,8.9,-3.999948863
0500000US28049,Hinds County Mississippi,13.53204487,23.9,10.36795513
0500000US20181,Sherman County Kansas,222.1547319,16.5,-205.6547319
0500000US31001,Adams County Nebraska,-47.66089359,12.4,60.06089359
0500000US48345,Motley County Texas,-436.1998963,12.2,448.3998963
0500000US19187,Webster County Iowa,56.53883214,16.2,-40.33883214
0500000US22089,St. Charles Parish Louisiana,-6.397863992,12.2,18.59786399
0500000US39025,Clermont County Ohio,2.175635111,9.8,7.624364889
0500000US48209,Hays County Texas,-62.30631494,15.3,77.60631494
0500000US17081,Jefferson County Illinois,13.56973062,18.9,5.330269382
0500000US18063,Hendricks County Indiana,-10.73825517,5.1,15.83825517
0500000US48451,Tom Green County Texas,7.640331179,12.9,5.259668821
0500000US45085,Sumter County South Carolina,14.26246237,21.1,6.837537626
0500000US39139,Richland County Ohio,21.64093118,15.6,-6.040931183
0500000US37001,Alamance County North Carolina,23.1887053,17.6,-5.588705304
0500000US01091,Marengo County Alabama,110.1352489,25.6,-84.53524893
0500000US16041,Franklin County Idaho,-0.8438974,12.2,13.0438974
0500000US42093,Montour County Pennsylvania,-20.82835887,10.5,31.32835887
0500000US53067,Thurston County Washington,-75.34955989,11.6,86.94955989
0500000US29145,Newton County Missouri,7.263595154,12.9,5.636404846
0500000US37149,Polk County North Carolina,23.26509575,10.9,-12.36509575
0500000US56003,Big Horn County Wyoming,18.41762963,13,-5.417629633
0500000US38071,Ramsey County North Dakota,2.5576348,12.1,9.5423652
0500000US27063,Jackson County Minnesota,18.41883367,7.7,-10.71883367
